Gene name,Gene type,Chromosome/scaffold name,Strand,Transcript count
OST4,protein_coding,2,-1,3
EMILIN1,protein_coding,2,1,2
KHK,protein_coding,2,1,6
CGREF1,protein_coding,2,-1,9
ABHD1,protein_coding,2,1,8
PREB,protein_coding,2,-1,9
PRR30,protein_coding,2,-1,2
TCF23,protein_coding,2,1,2
AC013403.1,unprocessed_pseudogene,2,-1,1
SLC5A6,protein_coding,2,-1,18
ATRAID,protein_coding,2,1,7
CAD,protein_coding,2,1,11
SLC30A3,protein_coding,2,-1,10
DNAJC5G,protein_coding,2,1,6
TRIM54,protein_coding,2,1,4
UCN,protein_coding,2,-1,1
MPV17,protein_coding,2,-1,23
GTF3C2,protein_coding,2,-1,14
GTF3C2-AS1,lncRNA,2,1,15
AC074117.1,lncRNA,2,1,3
EIF2B4,protein_coding,2,-1,12
SNX17,protein_coding,2,1,10
ZNF513,protein_coding,2,-1,4
PPM1G,protein_coding,2,-1,3
FTH1P3,processed_pseudogene,2,-1,1
NRBP1,protein_coding,2,1,9
KRTCAP3,protein_coding,2,1,7
IFT172,protein_coding,2,-1,34
AC074117.2,processed_pseudogene,2,1,1
RNU6-986P,snRNA,2,-1,1
FNDC4,protein_coding,2,-1,3
GCKR,protein_coding,2,1,6
C2orf16,protein_coding,2,1,2
ZNF512,protein_coding,2,1,8
AC074091.2,lncRNA,2,1,1
CCDC121,protein_coding,2,-1,3
GPN1,protein_coding,2,1,12
AC074091.1,snoRNA,2,-1,1
SUPT7L,protein_coding,2,-1,5
SLC4A1AP,protein_coding,2,1,6
LINC01460,lncRNA,2,-1,1
MRPL33,protein_coding,2,1,6
RBKS,protein_coding,2,-1,4
BABAM2,protein_coding,2,1,11
MYG1P1,processed_pseudogene,2,-1,1
MIR4263,miRNA,2,1,1
FAM133EP,processed_pseudogene,2,-1,1
AC096552.1,misc_RNA,2,-1,1
AC093690.1,lncRNA,2,-1,3
RPL23AP34,processed_pseudogene,2,1,1
FLJ31356,lncRNA,2,-1,2
FOSL2,protein_coding,2,1,4
AC104695.3,lncRNA,2,1,1
AC104695.2,lncRNA,2,1,1
AC104695.1,lncRNA,2,-1,1
PLB1,protein_coding,2,1,12
SNRPGP7,processed_pseudogene,2,-1,1
AC074011.1,lncRNA,2,-1,1
RNA5SP89,rRNA_pseudogene,2,1,1
AC092164.1,lncRNA,2,-1,13
PPP1CB,protein_coding,2,1,9
SPDYA,protein_coding,2,1,7
AC097724.1,lncRNA,2,-1,1
TRMT61B,protein_coding,2,-1,5
WDR43,protein_coding,2,1,6
SNORD92,snoRNA,2,1,1
SNORD53,snoRNA,2,1,1
Y_RNA,misc_RNA,2,-1,1
SNORD53B,snoRNA,2,1,1
TOGARAM2,protein_coding,2,1,7
Y_RNA,misc_RNA,2,-1,1
PCARE,protein_coding,2,-1,2
AC105398.1,lncRNA,2,-1,2
CLIP4,protein_coding,2,1,12
ALK,protein_coding,2,-1,7
AC074096.1,lncRNA,2,1,1
RN7SL516P,misc_RNA,2,-1,1
AC106870.3,lncRNA,2,-1,1
AC106870.2,lncRNA,2,1,1
AC106870.1,lncRNA,2,1,1
AC016907.2,lncRNA,2,-1,3
AC016907.1,processed_pseudogene,2,1,1
YPEL5,protein_coding,2,1,10
SNORA10B,snoRNA,2,1,1
H3P5,processed_pseudogene,2,1,1
LBH,protein_coding,2,1,9
AC109642.1,lncRNA,2,-1,1
LINC01936,lncRNA,2,1,5
AC073255.1,TEC,2,1,1
LCLAT1,protein_coding,2,1,12
AC132154.1,TEC,2,1,1
CAPN13,protein_coding,2,-1,7
AC092569.1,processed_pseudogene,2,-1,1
AC009301.1,lncRNA,2,-1,1
GALNT14,protein_coding,2,-1,15
AC009305.1,lncRNA,2,1,1
CAPN14,protein_coding,2,-1,2
RNA5SP90,rRNA_pseudogene,2,1,1
EHD3,protein_coding,2,1,1
AL121657.1,processed_pseudogene,2,1,1
XDH,protein_coding,2,-1,3
SRD5A2,protein_coding,2,-1,1
AL133247.1,lncRNA,2,1,1
AL133247.2,processed_pseudogene,2,1,1
LINC01946,lncRNA,2,-1,1
KRT18P52,processed_pseudogene,2,-1,1
AK2P2,processed_pseudogene,2,-1,1
AL121652.1,lncRNA,2,-1,1
MEMO1,protein_coding,2,-1,9
DPY30,protein_coding,2,-1,7
AL121655.1,lncRNA,2,1,1
SPAST,protein_coding,2,1,19
AL121658.1,lncRNA,2,-1,1
SLC30A6,protein_coding,2,1,9
DDX50P1,processed_pseudogene,2,1,1
RNU6-647P,snRNA,2,-1,1
NLRC4,protein_coding,2,-1,5
YIPF4,protein_coding,2,1,4
AL133245.1,lncRNA,2,1,1
BIRC6,protein_coding,2,1,13
BIRC6-AS1,lncRNA,2,-1,1
AL133243.2,lncRNA,2,1,1
AL133243.3,lncRNA,2,1,1
MIR558,miRNA,2,1,1
AL133243.1,lncRNA,2,1,1
BIRC6-AS2,transcribed_unprocessed_pseudogene,2,-1,3
AL133243.4,TEC,2,1,1
TTC27,protein_coding,2,1,7
MIR4765,miRNA,2,1,1
LINC00486,lncRNA,2,1,8
LINC00486,lncRNA,2,1,10
Y_RNA,misc_RNA,2,-1,1
LTBP1,protein_coding,2,1,12
H2ACP2,processed_pseudogene,2,-1,1
AC019127.1,lncRNA,2,-1,1
RNA5SP91,rRNA_pseudogene,2,-1,1
RNA5SP92,rRNA_pseudogene,2,1,1
MIR4430,miRNA,2,1,1
RASGRP3,protein_coding,2,1,18
RASGRP3-AS1,lncRNA,2,-1,1
FAM98A,protein_coding,2,-1,8
AC017050.1,lncRNA,2,1,2
ATP6V0E1P3,processed_pseudogene,2,1,1
HNRNPA1P61,processed_pseudogene,2,1,1
LINC01320,lncRNA,2,1,34
MYADML,transcribed_processed_pseudogene,2,-1,3
SLC25A5P2,processed_pseudogene,2,-1,1
LINC01318,lncRNA,2,1,1
AC008170.1,lncRNA,2,-1,1
AC073218.1,lncRNA,2,-1,2
AC012593.2,lncRNA,2,-1,2
AC012593.1,lncRNA,2,1,20
RN7SL602P,misc_RNA,2,-1,1
AC019064.1,lncRNA,2,-1,1
SMIM7P1,processed_pseudogene,2,-1,1
AC013442.1,lncRNA,2,1,1
MIR548AD,miRNA,2,1,1
RNU6-1117P,snRNA,2,1,1
AC083939.1,processed_pseudogene,2,1,1
MRPL50P1,processed_pseudogene,2,-1,1
RPL21P36,processed_pseudogene,2,-1,1
CRIM1-DT,lncRNA,2,-1,1
CRIM1,protein_coding,2,1,8
AC007378.1,lncRNA,2,-1,1
FEZ2,protein_coding,2,-1,16
AC007363.1,processed_pseudogene,2,-1,1
VIT,protein_coding,2,1,8
STRN,protein_coding,2,-1,3
AC007382.1,TEC,2,-1,1
RNU6-577P,snRNA,2,-1,1
HEATR5B,protein_coding,2,-1,5
GPATCH11,protein_coding,2,1,4
EIF2AK2,protein_coding,2,-1,8
ARL14EPP1,processed_pseudogene,2,1,1
SULT6B1,protein_coding,2,-1,5
RPL31P16,processed_pseudogene,2,-1,1
CEBPZOS,protein_coding,2,1,7
CEBPZ,protein_coding,2,-1,3
AC007390.1,lncRNA,2,1,1
NDUFAF7,protein_coding,2,1,13
PRKD3,protein_coding,2,-1,10
AC007391.1,lncRNA,2,1,1
RNU6-939P,snRNA,2,-1,1
AC007391.2,lncRNA,2,-1,1
QPCT,protein_coding,2,1,7
RNU6-1116P,snRNA,2,-1,1
AC007391.3,lncRNA,2,1,1
AC006369.1,lncRNA,2,1,2
CDC42EP3,protein_coding,2,-1,6
AC006369.2,lncRNA,2,1,1
AC010878.1,processed_pseudogene,2,1,1
LINC00211,lncRNA,2,-1,8
RMDN2,protein_coding,2,1,12
RMDN2-AS1,lncRNA,2,-1,14
CYP1B1,protein_coding,2,-1,7
CYP1B1-AS1,lncRNA,2,1,40
AC009229.4,TEC,2,-1,1
AC009229.2,lncRNA,2,-1,1
RNU6-951P,snRNA,2,1,1
AC009229.3,lncRNA,2,1,1
AC009229.1,lncRNA,2,-1,1
RPL7P12,processed_pseudogene,2,1,1
GAPDHP25,processed_pseudogene,2,1,1
ATL2,protein_coding,2,-1,18
LINC02613,lncRNA,2,-1,12
AC016995.1,lncRNA,2,1,1
LINC01883,lncRNA,2,1,1
RPLP0P6,processed_pseudogene,2,1,1
AC011247.2,transcribed_processed_pseudogene,2,-1,2
HNRNPLL,protein_coding,2,-1,12
AC011247.1,lncRNA,2,1,1
GALM,protein_coding,2,1,5
AC074366.1,lncRNA,2,-1,5
SRSF7,protein_coding,2,-1,12
GEMIN6,protein_coding,2,1,3
TTC39DP,unitary_pseudogene,2,1,1
NPLP1,processed_pseudogene,2,1,1
DHX57,protein_coding,2,-1,11
ASS1P2,processed_pseudogene,2,-1,1
AC018693.1,lncRNA,2,1,1
MORN2,protein_coding,2,1,7
RNU6-851P,snRNA,2,-1,1
ARHGEF33,protein_coding,2,1,8
RN7SL96P,misc_RNA,2,-1,1
AC019171.1,lncRNA,2,-1,1
SOS1,protein_coding,2,-1,7
SOS1-IT1,lncRNA,2,-1,3
RNU6-198P,snRNA,2,1,1
HSPE1P13,processed_pseudogene,2,-1,1
Y_RNA,misc_RNA,2,-1,1
CDKL4,protein_coding,2,-1,4
MAP4K3,protein_coding,2,-1,13
AC007684.1,snoRNA,2,-1,1
AC007684.2,lncRNA,2,-1,1
MAP4K3-DT,lncRNA,2,1,20
TMEM178A,protein_coding,2,1,6
THUMPD2,protein_coding,2,-1,9
SLC8A1-AS1,lncRNA,2,1,41
AC007253.1,processed_pseudogene,2,1,1
SLC8A1,protein_coding,2,-1,12
AC007877.1,lncRNA,2,1,1
AC007317.1,lncRNA,2,1,1
AC007317.2,lncRNA,2,-1,1
LINC01794,lncRNA,2,1,2
HNRNPA1P57,transcribed_processed_pseudogene,2,1,2
AC009413.1,lncRNA,2,1,1
LDHAP3,processed_pseudogene,2,1,1
RPS12P4,processed_pseudogene,2,-1,1
Y_RNA,misc_RNA,2,-1,1
LINC01913,lncRNA,2,1,14
RNU4-63P,snRNA,2,1,1
LINC01914,lncRNA,2,-1,2
C2orf91,lncRNA,2,-1,4
AC013480.1,lncRNA,2,-1,1
PKDCC,protein_coding,2,1,9
EML4-AS1,lncRNA,2,-1,2
EML4,protein_coding,2,1,8
COX7A2L,protein_coding,2,-1,8
AC025750.2,snoRNA,2,1,1
KCNG3,protein_coding,2,-1,2
VDAC1P13,processed_pseudogene,2,-1,1
RPS13P3,processed_pseudogene,2,1,1
MTA3,protein_coding,2,1,19
Metazoa_SRP,misc_RNA,2,1,1
AC025750.1,processed_pseudogene,2,-1,1
AC074375.1,processed_pseudogene,2,-1,1
RNU6-137P,snRNA,2,1,1
OXER1,protein_coding,2,-1,1
HAAO,protein_coding,2,-1,7
FTOP1,processed_pseudogene,2,-1,1
CHORDC1P1,processed_pseudogene,2,-1,1
AC016735.1,lncRNA,2,-1,1
LINC01819,lncRNA,2,-1,10
LINC02590,lncRNA,2,-1,1
RNU6-242P,snRNA,2,-1,1
LINC02580,lncRNA,2,-1,5
AC010883.2,lncRNA,2,1,2
AC010883.3,lncRNA,2,1,1
ZFP36L2,protein_coding,2,-1,1
LINC01126,lncRNA,2,1,1
AC010883.1,lncRNA,2,1,1
THADA,protein_coding,2,-1,19
RNU6-958P,snRNA,2,1,1
RN7SL531P,misc_RNA,2,1,1
Y_RNA,misc_RNA,2,-1,1
PLEKHH2,protein_coding,2,1,8
C1GALT1C1L,protein_coding,2,-1,1
AC011242.1,processed_pseudogene,2,-1,1
RN7SKP66,misc_RNA,2,-1,1
DYNC2LI1,protein_coding,2,1,10
ABCG5,protein_coding,2,-1,4
ABCG8,protein_coding,2,1,3
LRPPRC,protein_coding,2,-1,9
RNU6-1048P,snRNA,2,1,1
RN7SL455P,misc_RNA,2,1,1
AC019129.1,processed_pseudogene,2,-1,1
RNU6-566P,snRNA,2,-1,1
PDSS1P2,unprocessed_pseudogene,2,1,1
AC019129.2,lncRNA,2,-1,1
PPM1B,protein_coding,2,1,11
AC013717.1,protein_coding,2,1,1
RPL12P19,processed_pseudogene,2,1,1
SLC3A1,protein_coding,2,1,10
PREPL,protein_coding,2,-1,16
CAMKMT,protein_coding,2,1,10
LINC01833,lncRNA,2,-1,5
AC012354.9,TEC,2,-1,1
AC012354.2,misc_RNA,2,1,1
AC012354.7,misc_RNA,2,1,1
AC012354.5,misc_RNA,2,1,1
AC012354.8,misc_RNA,2,1,1
AC012354.4,misc_RNA,2,1,1
AC012354.3,misc_RNA,2,1,1
AC012354.6,misc_RNA,2,1,1
SIX3-AS1,lncRNA,2,-1,2
SIX3,protein_coding,2,1,1
AC012354.1,lncRNA,2,1,1
KRTCAP2P1,processed_pseudogene,2,1,1
SIX2,protein_coding,2,-1,1
AC093702.1,lncRNA,2,-1,1
LINC01121,lncRNA,2,-1,6
AC093833.1,lncRNA,2,1,1
AC009236.2,lncRNA,2,1,1
AC009236.1,lncRNA,2,1,1
SRBD1,protein_coding,2,-1,5
RN7SL414P,misc_RNA,2,-1,1
PRKCE,protein_coding,2,1,15
PRKCE-AS1,lncRNA,2,-1,1
RPL26P15,processed_pseudogene,2,-1,1
AC017006.2,lncRNA,2,-1,1
AC017006.1,lncRNA,2,-1,1
RPL36AP14,processed_pseudogene,2,-1,1
Metazoa_SRP,misc_RNA,2,1,1
EPAS1,protein_coding,2,1,10
LINC01820,lncRNA,2,-1,4
LINC02583,lncRNA,2,1,4
AC016912.2,lncRNA,2,1,1
AC016912.1,lncRNA,2,1,1
RN7SL817P,misc_RNA,2,-1,1
TMEM247,protein_coding,2,1,1
ATP6V1E2,protein_coding,2,-1,6
RHOQ,protein_coding,2,1,8
RHOQ-AS1,lncRNA,2,-1,1
PIGF,protein_coding,2,-1,7
CRIPT,protein_coding,2,1,2
AC020604.1,TEC,2,1,1
LINC01118,lncRNA,2,1,4
SOCS5,protein_coding,2,1,4
LINC01119,lncRNA,2,1,5
AC016722.1,lncRNA,2,-1,1
AC016722.2,lncRNA,2,1,1
MCFD2,protein_coding,2,-1,18
TTC7A,protein_coding,2,1,16
AC093732.2,lncRNA,2,-1,1
AC093732.1,lncRNA,2,-1,1
STPG4,protein_coding,2,-1,6
AC073283.3,protein_coding,2,-1,1
AC073283.1,lncRNA,2,1,1
CALM2,protein_coding,2,-1,15
EPCAM-DT,lncRNA,2,-1,6
AC073283.2,lncRNA,2,1,5
BCYRN1,scRNA,2,1,1
EPCAM,protein_coding,2,1,6
RN7SKP119,misc_RNA,2,-1,1
MIR559,miRNA,2,1,1
Metazoa_SRP,misc_RNA,2,1,1
MSH2,protein_coding,2,1,9
KCNK12,protein_coding,2,-1,2
MSH2-OT1,lncRNA,2,1,3
AC079250.1,processed_pseudogene,2,-1,1
MSH6,protein_coding,2,1,17
NME2P2,processed_pseudogene,2,1,1
AC006509.1,processed_pseudogene,2,-1,1
AC006509.2,snRNA,2,1,1
FBXO11,protein_coding,2,-1,10
RPL36AP15,processed_pseudogene,2,-1,1
RPS27AP7,processed_pseudogene,2,1,1
AC079807.1,lncRNA,2,1,3
AC092650.1,lncRNA,2,-1,8
PPIAP62,processed_pseudogene,2,-1,1
VN1R18P,processed_pseudogene,2,1,1
RN7SKP224,misc_RNA,2,1,1
FOXN2,protein_coding,2,1,3
RNU4-49P,snRNA,2,-1,1
AC093635.1,lncRNA,2,-1,1
PPP1R21,protein_coding,2,1,9
RNU6-282P,snRNA,2,-1,1
STON1,protein_coding,2,1,5
STON1-GTF2A1L,protein_coding,2,1,6
GTF2A1L,protein_coding,2,1,7
AC073082.1,protein_coding,2,-1,1
TPT1P11,transcribed_processed_pseudogene,2,-1,1
LHCGR,protein_coding,2,-1,6
ELOBP3,processed_pseudogene,2,1,1
AC009975.1,lncRNA,2,1,1
CTBP2P5,processed_pseudogene,2,-1,1
FSHR,protein_coding,2,-1,5
MIR548BA,miRNA,2,1,1
AC009975.2,lncRNA,2,-1,2
RNU6-439P,snRNA,2,-1,1
AC009971.1,lncRNA,2,1,1
RPL7P13,processed_pseudogene,2,1,1
AC078994.1,snoRNA,2,-1,1
NRXN1,protein_coding,2,-1,66
AC068725.1,lncRNA,2,1,1
MTCO1P42,processed_pseudogene,2,-1,1
AC009234.1,lncRNA,2,1,1
MIR8485,miRNA,2,-1,1
AC007560.1,processed_pseudogene,2,-1,1
AC007682.1,lncRNA,2,1,1
AC007402.1,lncRNA,2,1,1
AC007402.2,lncRNA,2,1,1
KNOP1P3,processed_pseudogene,2,1,1
CRYGGP,unprocessed_pseudogene,2,-1,1
AC097463.1,processed_pseudogene,2,-1,1
CCDC12P1,processed_pseudogene,2,-1,1
AC079304.1,lncRNA,2,-1,1
ZNF863P,processed_pseudogene,2,1,1
Y_RNA,misc_RNA,2,1,1
LINC01867,lncRNA,2,1,1
GGCTP3,processed_pseudogene,2,-1,1
AC139712.1,lncRNA,2,-1,1
CRTC1P1,processed_pseudogene,2,1,1
FTH1P6,processed_pseudogene,2,1,1
MIR4431,miRNA,2,-1,1
AC010967.1,lncRNA,2,-1,3
AC010967.2,lncRNA,2,1,1
AC010967.3,processed_pseudogene,2,1,1
AC069157.2,scaRNA,2,-1,1
AC069157.1,processed_pseudogene,2,-1,1
ASB3,protein_coding,2,-1,16
RNU6-997P,snRNA,2,-1,1
CHAC2,protein_coding,2,1,1
ERLEC1,protein_coding,2,1,4
MIR3682,miRNA,2,-1,1
GPR75,protein_coding,2,-1,1
PSME4,protein_coding,2,-1,9
ACYP2,protein_coding,2,1,9
RPL21P30,processed_pseudogene,2,-1,1
HMGB1P31,processed_pseudogene,2,1,1
AC008280.1,processed_pseudogene,2,-1,1
AC008280.2,lncRNA,2,1,1
RNU7-172P,snRNA,2,-1,1
TSPYL6,protein_coding,2,-1,1
C2orf73,protein_coding,2,1,8
SPTBN1,protein_coding,2,1,7
AC092839.1,lncRNA,2,-1,1
RPL23AP32,processed_pseudogene,2,1,1
AC092839.2,lncRNA,2,-1,1
AC093110.1,lncRNA,2,-1,2
EML6,protein_coding,2,1,15
EML6-AS1,lncRNA,2,-1,1
AC104781.1,lncRNA,2,-1,1
RNU7-81P,snRNA,2,1,1
RTN4,protein_coding,2,-1,15
RNU6-433P,snRNA,2,-1,1
CLHC1,protein_coding,2,-1,13
AC012358.1,lncRNA,2,-1,1
CDPF1P1,processed_pseudogene,2,1,1
RPS27A,protein_coding,2,1,10
MTIF2,protein_coding,2,-1,12
PRORSD1P,transcribed_unitary_pseudogene,2,1,3
AC012358.3,lncRNA,2,1,27
AC012358.2,misc_RNA,2,1,1
CCDC88A,protein_coding,2,-1,68
BTF3P5,processed_pseudogene,2,-1,1
RNU6-775P,snRNA,2,-1,1
RNU6-221P,snRNA,2,-1,1
RNU6-634P,snRNA,2,1,1
CFAP36,protein_coding,2,1,7
PPP4R3B,protein_coding,2,-1,6
AC015982.1,snoRNA,2,1,1
AC015982.2,lncRNA,2,1,1
PNPT1,protein_coding,2,-1,7
EFEMP1,protein_coding,2,-1,14
RN7SKP208,misc_RNA,2,-1,1
AC011306.1,lncRNA,2,1,1
MIR217HG,lncRNA,2,-1,1
MIR217,miRNA,2,-1,1
MIR216A,miRNA,2,-1,1
MIR216B,miRNA,2,-1,1
LINC01813,lncRNA,2,-1,1
AC007744.1,lncRNA,2,1,1
AC007743.1,lncRNA,2,-1,5
CCDC85A,protein_coding,2,1,1
RNA5SP93,rRNA_pseudogene,2,-1,1
PPIAP63,processed_pseudogene,2,1,1
EIF2S2P7,processed_pseudogene,2,-1,1
AC132153.1,lncRNA,2,-1,3
AC068276.1,processed_pseudogene,2,-1,1
AC073875.1,snoRNA,2,1,1
ACTG1P22,transcribed_processed_pseudogene,2,1,2
VRK2,protein_coding,2,1,10
AC068193.1,lncRNA,2,-1,1
FANCL,protein_coding,2,-1,10
AC007250.1,lncRNA,2,1,1
EIF3FP3,processed_pseudogene,2,1,1
LINC01795,lncRNA,2,1,3
LINC01122,lncRNA,2,1,24
AC007238.1,processed_pseudogene,2,-1,1
AC007092.1,lncRNA,2,1,1
LINC01793,lncRNA,2,1,1
AC007100.1,lncRNA,2,-1,2
AC007179.2,lncRNA,2,-1,21
AC007179.1,lncRNA,2,1,2
AC007179.3,processed_pseudogene,2,1,1
RNU6-508P,snRNA,2,1,1
RNA5SP94,rRNA_pseudogene,2,1,1
AC007100.2,lncRNA,2,1,1
AC007132.1,lncRNA,2,1,1
MIR4432HG,lncRNA,2,-1,5
AC007381.1,lncRNA,2,1,1
RNU1-32P,snRNA,2,1,1
MIR4432,miRNA,2,-1,1
BCL11A,protein_coding,2,-1,27
AC009970.1,lncRNA,2,1,1
RN7SL361P,misc_RNA,2,1,1
IFITM3P9,processed_pseudogene,2,-1,1
RPL26P13,processed_pseudogene,2,1,1
RNU6-612P,snRNA,2,1,1
ATP1B3P1,processed_pseudogene,2,-1,1
PAPOLG,protein_coding,2,1,7
LINC01185,lncRNA,2,-1,2
RN7SL632P,misc_RNA,2,-1,1
RPL21P33,processed_pseudogene,2,1,1
REL,protein_coding,2,1,3
RNU4-51P,snRNA,2,1,1
AC010733.1,lncRNA,2,1,1
NONOP2,processed_pseudogene,2,-1,1
RPS12P3,processed_pseudogene,2,-1,1
PUS10,protein_coding,2,-1,6
RNA5SP95,rRNA_pseudogene,2,1,1
PEX13,protein_coding,2,1,5
KIAA1841,protein_coding,2,1,11
AC016747.4,lncRNA,2,1,1
AC016747.1,lncRNA,2,-1,4
C2orf74,protein_coding,2,1,6
AC016747.2,lncRNA,2,-1,3
AHSA2P,transcribed_unitary_pseudogene,2,1,15
USP34,protein_coding,2,-1,22
AC016747.3,lncRNA,2,1,1
AC018889.1,processed_pseudogene,2,1,1
AC016894.1,processed_pseudogene,2,-1,1
SNORA70B,snoRNA,2,-1,1
AC016727.1,lncRNA,2,1,6
XPO1,protein_coding,2,-1,24
AC016727.3,lncRNA,2,1,1
AC016727.2,processed_pseudogene,2,1,1
RPS29P10,processed_pseudogene,2,-1,1
RNU6-1145P,snRNA,2,1,1
AC108039.1,processed_pseudogene,2,-1,1
RPS24P7,processed_pseudogene,2,1,1
AC108039.2,processed_pseudogene,2,1,1
FAM161A,protein_coding,2,-1,7
RPL31P30,processed_pseudogene,2,1,1
AC107081.2,unprocessed_pseudogene,2,1,1
CCT4,protein_coding,2,-1,4
AC107081.1,lncRNA,2,1,1
AC107081.3,lncRNA,2,1,1
COMMD1,protein_coding,2,1,8
Y_RNA,misc_RNA,2,-1,1
AC018462.1,lncRNA,2,-1,2
RPSAP26,processed_pseudogene,2,1,1
AC018462.2,processed_pseudogene,2,1,1
B3GNT2,protein_coding,2,1,2
MIR5192,miRNA,2,1,1
RN7SL51P,misc_RNA,2,-1,1
AC093159.2,processed_pseudogene,2,-1,1
AC093159.1,lncRNA,2,1,1
RN7SL18P,misc_RNA,2,1,1
TMEM17,protein_coding,2,-1,3
RPL37P13,processed_pseudogene,2,-1,1
RPL21P37,processed_pseudogene,2,-1,1
AC092155.1,lncRNA,2,-1,33
PSAT1P2,processed_pseudogene,2,-1,1
RSL24D1P2,processed_pseudogene,2,-1,1
EHBP1,protein_coding,2,1,20
Y_RNA,misc_RNA,2,-1,1
AC092567.2,lncRNA,2,-1,1
AC092567.1,lncRNA,2,-1,1
RPS20P9,processed_pseudogene,2,1,1
AC007098.1,lncRNA,2,-1,6
OTX1,protein_coding,2,1,6
AC009501.1,processed_pseudogene,2,1,1
AC009501.2,lncRNA,2,1,1
RPL27P5,processed_pseudogene,2,-1,1
DBIL5P2,transcribed_processed_pseudogene,2,-1,2
WDPCP,protein_coding,2,-1,17
Metazoa_SRP,misc_RNA,2,1,1
MTFR2P1,processed_pseudogene,2,-1,1
AC016734.1,TEC,2,-1,1
MDH1,protein_coding,2,1,16
PRELID1P6,processed_pseudogene,2,-1,1
RPS4XP5,transcribed_processed_pseudogene,2,-1,2
RPL27P6,processed_pseudogene,2,1,1
CSP1,processed_pseudogene,2,1,1
HNRNPA1P66,processed_pseudogene,2,-1,1
UGP2,protein_coding,2,1,32
AC114748.1,snoRNA,2,-1,1
VPS54,protein_coding,2,-1,4
AC012368.2,lncRNA,2,-1,1
PELI1,protein_coding,2,-1,4
AC012368.1,lncRNA,2,1,22
LINC00309,lncRNA,2,-1,2
AC012368.3,processed_pseudogene,2,-1,1
AC114752.1,lncRNA,2,-1,2
AC114752.2,lncRNA,2,-1,1
MIR4433B,miRNA,2,-1,1
MIR4433A,miRNA,2,1,1
RPL23AP37,processed_pseudogene,2,-1,1
LGALSL-DT,lncRNA,2,-1,3
AC008074.1,processed_pseudogene,2,1,1
LGALSL,protein_coding,2,1,5
LINC01805,lncRNA,2,1,1
AC008074.2,lncRNA,2,-1,1
AFTPH,protein_coding,2,1,7
MIR4434,miRNA,2,1,1
RNU6-100P,snRNA,2,1,1
LINC02579,lncRNA,2,1,2
SERTAD2,protein_coding,2,-1,3
AC007365.1,lncRNA,2,1,1
RPS10P9,processed_pseudogene,2,1,1
RN7SL341P,misc_RNA,2,1,1
Y_RNA,misc_RNA,2,-1,1
AC007880.1,lncRNA,2,1,1
LINC01800,lncRNA,2,-1,1
LINC02245,lncRNA,2,-1,5
RN7SL211P,misc_RNA,2,-1,1
RPL11P1,processed_pseudogene,2,-1,1
SLC1A4,protein_coding,2,1,5
RNU6-548P,snRNA,2,1,1
LINC02576,lncRNA,2,1,2
CEP68,protein_coding,2,1,5
RAB1A,protein_coding,2,-1,6
SNORA74,snoRNA,2,1,1
AC007318.1,transcribed_processed_pseudogene,2,-1,2
VDAC2P5,processed_pseudogene,2,1,1
ACTR2,protein_coding,2,1,5
SPRED2,protein_coding,2,-1,8
AC012370.1,lncRNA,2,-1,1
AC007389.1,lncRNA,2,1,12
AC012370.2,lncRNA,2,-1,12
DNAJB12P1,processed_pseudogene,2,-1,1
RPS15AP15,processed_pseudogene,2,-1,1
RN7SL635P,misc_RNA,2,-1,1
VTRNA2-2P,misc_RNA,2,-1,1
AC007389.2,lncRNA,2,-1,1
AC007389.3,lncRNA,2,1,1
KRT18P33,processed_pseudogene,2,1,1
AC007741.1,TEC,2,1,1
AC118345.1,lncRNA,2,-1,1
AC092669.1,lncRNA,2,1,2
MIR4778,miRNA,2,-1,1
LINC01873,lncRNA,2,1,1
MEIS1-AS3,lncRNA,2,-1,1
MEIS1,protein_coding,2,1,17
MEIS1-AS2,lncRNA,2,-1,3
LINC01798,lncRNA,2,1,6
LINC01797,lncRNA,2,-1,5
DNMT3AP1,processed_pseudogene,2,-1,1
AC009474.1,processed_pseudogene,2,-1,1
LINC01799,lncRNA,2,1,5
LINC01628,lncRNA,2,-1,1
AC007403.1,lncRNA,2,1,1
LINC01828,lncRNA,2,1,14
LINC01829,lncRNA,2,-1,5
AC023115.1,lncRNA,2,1,1
ETAA1,protein_coding,2,1,4
LINC02831,lncRNA,2,1,24
AC007422.1,lncRNA,2,-1,1
AC010987.1,lncRNA,2,1,1
LINC01812,lncRNA,2,-1,1
FBXL12P1,processed_pseudogene,2,-1,1
C1D,protein_coding,2,-1,7
AC017083.4,unprocessed_pseudogene,2,1,1
WDR92,protein_coding,2,-1,6
PPIAP64,processed_pseudogene,2,1,1
AC017083.3,protein_coding,2,-1,1
PNO1,protein_coding,2,1,3
PPP3R1,protein_coding,2,-1,3
AC017083.2,lncRNA,2,1,1
AC017083.1,lncRNA,2,1,1
CNRIP1,protein_coding,2,-1,4
AC015969.1,lncRNA,2,-1,1
PLEK,protein_coding,2,1,2
AC127383.1,unprocessed_pseudogene,2,-1,1
FBXO48,protein_coding,2,-1,1
APLF,protein_coding,2,1,7
AC130709.1,processed_pseudogene,2,-1,1
PROKR1,protein_coding,2,1,1
ARHGAP25,protein_coding,2,1,17
LINC01890,lncRNA,2,-1,7
LINC01888,lncRNA,2,1,3
BMP10,protein_coding,2,-1,1
